id,true_eform,pred_eform,error,material_id,abs_error,mean_cn,hybridization
mp-1077906,-1.76144844833334,-1.7071479558944702,0.0543004924388696,mp-1077906,0.054300492438869696,2.0,sp-like
mp-1184015,0.996349889999999,0.4223436415195465,-0.5740062484804525,mp-1184015,0.5740062484804525,4.0,sp3-like
mp-1225631,-1.42027558496795,-1.3946424722671509,0.0256331127007991,mp-1225631,0.025633112700799154,2.0,sp-like
mp-1217798,-0.034349582249998,-0.0579808540642261,-0.0236312718142281,mp-1217798,0.023631271814228104,6.0,sp3-like
mp-1196196,-0.834586421794871,-0.807889997959137,0.026696423835734,mp-1196196,0.026696423835734007,2.2941176470588234,sp-like
mp-1192779,-1.07959326833333,-1.131940841674805,-0.0523475733414746,mp-1192779,0.052347573341474885,3.0,sp2-like
mp-1079749,-0.375266067000001,-0.3686505854129791,0.0066154815870218,mp-1079749,0.006615481587021854,3.0,sp2-like
mp-1009458,0.027386810208327,0.2761599123477936,0.2487731021394665,mp-1009458,0.24877310213946657,4.0,sp3-like
mp-1181830,-1.482300345,-1.5687036514282229,-0.0864033064282225,mp-1181830,0.0864033064282228,1.75,sp-like
mp-1147562,-0.334345667857144,-0.5520564317703247,-0.2177107639131807,mp-1147562,0.21771076391318073,5.0,sp3-like
mp-1213545,-1.17210442872059,-1.2314822673797607,-0.0593778386591707,mp-1213545,0.05937783865917079,2.0,sp-like
mp-1203957,-1.84721302952381,-1.784111261367798,0.0631017681560122,mp-1203957,0.06310176815601198,2.0,sp-like
mp-1105904,0.851769236158853,0.5399653911590576,-0.3118038449997954,mp-1105904,0.3118038449997954,3.0,sp2-like
mp-8370,0.122262212499998,-0.0427000820636749,-0.1649622945636729,mp-8370,0.1649622945636729,6.0,sp3-like
mp-1246417,0.26227149795454,0.1978253126144409,-0.0644461853400991,mp-1246417,0.06444618534009913,2.0,sp-like
mp-757644,-1.85402846147436,-1.863991856575012,-0.0099633951006521,mp-757644,0.009963395100651917,3.0,sp2-like
mp-624186,-1.05070318967391,-1.024379849433899,0.0263233402400111,mp-624186,0.02632334024001115,4.333333333333333,sp3-like
mp-18698,-2.53624929838218,-2.5380749702453613,-0.0018256718631812,mp-18698,0.0018256718631812774,3.0,sp2-like
mp-1205404,-0.340440412074074,-0.4419737756252289,-0.1015333635511548,mp-1205404,0.10153336355115489,2.0,sp-like
mp-1178258,-1.62056608775,-1.6127917766571045,0.0077743110928956,mp-1178258,0.007774311092895614,3.0,sp2-like
mp-3886,-0.752960486250001,-0.6590178608894348,0.0939426253605661,mp-3886,0.09394262536056619,6.0,sp3-like
mp-758215,-2.08226485494971,-2.0810019969940186,0.0012628579556914,mp-758215,0.0012628579556914765,3.0,sp2-like
mp-1188736,-1.17769545604462,-1.1832034587860107,-0.0055080027413907,mp-1188736,0.005508002741390738,2.0,sp-like
mp-1216715,-0.564487655416668,-0.5834089517593384,-0.0189212963426703,mp-1216715,0.01892129634267037,6.0,sp3-like
mp-726261,-0.65049002590909,-0.2851828038692474,0.3653072220398425,mp-726261,0.3653072220398426,2.3333333333333335,sp-like
mp-1196283,0.14231808643678,0.0378560647368431,-0.1044620216999369,mp-1196283,0.1044620216999369,2.915492957746479,sp2-like
mp-972937,-1.86734136375,-1.9352226257324217,-0.0678812619824218,mp-972937,0.06788126198242161,6.0,sp3-like
mp-1238775,-0.128828255833333,0.269255131483078,0.398083387316411,mp-1238775,0.398083387316411,3.0,sp2-like
mp-1190675,0.212759342916666,0.0531889274716377,-0.1595704154450282,mp-1190675,0.1595704154450283,7.0,sp3-like
mp-1222106,-0.112492769521405,-0.1123566180467605,0.0001361514746444,mp-1222106,0.0001361514746444914,8.0,sp3-like
mp-1105738,-0.880141622222219,-0.8005959391593933,0.0795456830628257,mp-1105738,0.07954568306282572,6.0,sp3-like
mp-1188514,-0.384807695499995,-0.4273558259010315,-0.0425481304010365,mp-1188514,0.0425481304010365,5.0,sp3-like
mp-6140,-0.429912884166666,-0.4328317046165466,-0.0029188204498806,mp-6140,0.002918820449880566,6.0,sp3-like
mp-1189253,-0.35505908156249,-0.3400252163410187,0.0150338652214713,mp-1189253,0.015033865221471321,6.0,sp3-like
mp-5256,0.267536068265624,0.2522922158241272,-0.0152438524414967,mp-5256,0.015243852441496786,6.0,sp3-like
mp-1094023,-0.237193746666667,-0.5030640363693237,-0.2658702897026567,mp-1094023,0.2658702897026567,6.0,sp3-like
mp-679969,-0.643230302359693,-0.5837582349777222,0.0594720673819708,mp-679969,0.05947206738197086,3.0,sp2-like
mp-1201928,-1.28826915572581,-1.303991436958313,-0.015722281232503,mp-1201928,0.015722281232503077,2.8,sp2-like
mp-734582,0.658470432633928,0.04126887768507,-0.617201554948858,mp-734582,0.617201554948858,3.0,sp2-like
mp-758620,-1.49397584488889,-1.541940689086914,-0.047964844198024,mp-758620,0.04796484419802405,3.0,sp2-like
mp-1215389,-1.29751071359375,-1.3639932870864868,-0.0664825734927367,mp-1215389,0.06648257349273679,6.0,sp3-like
mp-727242,-1.78544044427586,-1.5408222675323486,0.2446181767435113,mp-727242,0.24461817674351138,3.0,sp2-like
mp-2958,-0.545605306999999,-0.4717050790786743,0.0739002279213246,mp-2958,0.07390022792132467,3.0,sp2-like
mp-567770,-0.235198005555553,-0.2893941700458526,-0.0541961644902996,mp-567770,0.0541961644902996,5.0,sp3-like
mp-1194216,-1.765178515,-1.892385959625244,-0.1272074446252442,mp-1194216,0.12720744462524403,2.0,sp-like
mp-1191888,-1.57834230065278,-1.5855063199996948,-0.0071640193469149,mp-1191888,0.007164019346914907,3.0,sp2-like
mp-680462,-0.123967026932231,-0.1711262762546539,-0.0471592493224229,mp-680462,0.04715924932242291,2.0,sp-like
mp-28979,0.235427874285713,0.1781983375549316,-0.0572295367307813,mp-28979,0.05722953673078138,3.2,sp2-like
mp-721193,-0.890766606249999,-0.8935256004333496,-0.0027589941833505,mp-721193,0.0027589941833505716,1.8461538461538463,sp-like
mp-570572,0.147267648214285,0.1584589481353759,0.0111912999210909,mp-570572,0.011191299921090886,3.0,sp2-like
mp-1007768,-1.46993448160714,-1.4192544221878052,0.0506800594193348,mp-1007768,0.050680059419334844,3.0,sp2-like
mp-542742,-1.19452050616667,-1.2718369960784912,-0.0773164899118212,mp-542742,0.07731648991182127,3.0,sp2-like
mp-1202981,-0.641883875357143,-0.624650239944458,0.0172336354126849,mp-1202981,0.017233635412684967,1.8571428571428572,sp-like
mp-1226143,-0.293568210520833,-0.290755033493042,0.0028131770277909,mp-1226143,0.0028131770277909918,5.64,sp3-like
mp-556405,-1.921112189,-1.9598487615585327,-0.0387365725585326,mp-556405,0.03873657255853269,2.0,sp-like
mp-20983,-0.420359014999998,-0.3615222871303558,0.0588367278696421,mp-20983,0.058836727869642225,6.0,sp3-like
mp-995196,1.747311735,2.519721746444702,0.7724100114447021,mp-995196,0.7724100114447021,0.0,sp-like
mp-679947,-0.952483031666668,-0.9495648741722108,0.0029181574944573,mp-679947,0.0029181574944572297,2.0,sp-like
mp-10270,-0.146587398999999,-0.2748657166957855,-0.1282783176957865,mp-10270,0.12827831769578651,6.0,sp3-like
mp-9989,-0.615532904374999,-0.6279758214950562,-0.0124429171200571,mp-9989,0.012442917120057184,6.0,sp3-like
mp-1026479,0.3770628909375,0.3849214613437652,0.0078585704062652,mp-1026479,0.007858570406265197,6.0,sp3-like
mp-1179740,0.889296429979168,0.7339251637458801,-0.1553712662332879,mp-1179740,0.1553712662332879,1.75,sp-like
mp-1219519,0.191189231250007,0.2031605243682861,0.0119712931182791,mp-1219519,0.011971293118279103,6.0,sp3-like
mp-1078624,-0.322710016249997,-0.2933544516563415,0.0293555645936554,mp-1078624,0.029355564593655514,7.0,sp3-like
mp-10964,-0.615347130555553,-0.5617202520370483,0.0536268785185046,mp-10964,0.05362687851850467,2.0,sp-like
mp-4384,-1.053680776,-0.9461277723312378,0.1075530036687621,mp-4384,0.10755300366876219,6.0,sp3-like
mp-1217909,-0.618764197666665,-0.6590015292167664,-0.0402373315501013,mp-1217909,0.04023733155010134,6.0,sp3-like
mp-541840,-0.370022661666666,-0.2187296450138092,0.1512930166528567,mp-541840,0.15129301665285677,6.0,sp3-like
mp-1178822,0.595332458819443,0.4188374876976013,-0.1764949711218416,mp-1178822,0.17649497112184165,4.75,sp3-like
mp-1033209,-2.3735340846875,-2.4542653560638428,-0.0807312713763428,mp-1033209,0.08073127137634284,4.0,sp3-like
mp-568727,-0.527191843000001,-0.5233081579208374,0.0038836850791635,mp-568727,0.00388368507916359,6.0,sp3-like
mp-669526,0.203360379375001,0.2273009717464447,0.0239405923714436,mp-669526,0.023940592371443692,2.0,sp-like
mp-1197124,-0.97921461462931,-0.9364914894104004,0.0427231252189096,mp-1197124,0.04272312521890964,2.210526315789474,sp-like
mp-28838,-0.232828229999997,-0.3128082156181335,-0.0799799856181365,mp-28838,0.07997998561813649,6.0,sp3-like
mp-722050,5.47454266,2.6897177696228027,-2.7848248903771973,mp-722050,2.7848248903771973,1.5,sp-like
mp-8758,-0.291827053750002,-0.2978293299674988,-0.0060022762174967,mp-8758,0.006002276217496771,7.0,sp3-like
mp-1202302,-1.62308629488095,-1.6068496704101562,0.0162366244707936,mp-1202302,0.01623662447079366,2.0,sp-like
mp-2630,-0.124015866666664,0.1361945867538452,0.2602104534205092,mp-2630,0.2602104534205092,6.0,sp3-like
mp-1102232,0.116433199583332,0.2964850664138794,0.1800518668305474,mp-1102232,0.1800518668305474,4.0,sp3-like
mp-1204855,-1.26870292845833,-1.3203734159469604,-0.0516704874886304,mp-1204855,0.05167048748863046,2.0,sp-like
mp-1204386,-1.35444083561403,-1.3806564807891846,-0.0262156451751545,mp-1204386,0.02621564517515451,2.0,sp-like
mp-30161,-0.807115940714284,-0.8434399962425232,-0.0363240555282391,mp-30161,0.03632405552823914,2.0,sp-like
mp-725609,-0.717251537222223,-0.7931460738182068,-0.0758945365959837,mp-725609,0.07589453659598377,2.0,sp-like
mp-35308,0.238716362499998,0.2939680218696594,0.0552516593696614,mp-35308,0.05525165936966142,2.0,sp-like
mp-1077595,0.707430820833331,0.8916165828704834,0.1841857620371524,mp-1077595,0.18418576203715242,4.0,sp3-like
mp-1022803,-1.45265491089286,-1.4443845748901367,0.0082703360027232,mp-1022803,0.0082703360027232,3.0,sp2-like
mp-759603,-0.454272925514706,-0.4591817557811737,-0.0049088302664677,mp-759603,0.004908830266467712,3.0,sp2-like
mp-631,-0.965351713333333,-0.8594210743904114,0.1059306389429216,mp-631,0.10593063894292165,6.0,sp3-like
mp-758633,-1.76212486402778,-1.7725213766098022,-0.0103965125820222,mp-758633,0.010396512582022233,3.0,sp2-like
mp-1079546,-0.562376906249998,-0.5290942788124084,0.0332826274375895,mp-1079546,0.033282627437589585,6.0,sp3-like
mp-571244,-0.432798428287108,-0.4557619988918304,-0.0229635706047224,mp-571244,0.022963570604722372,3.1666666666666665,sp2-like
mp-15661,-0.623887274999999,-0.5314289927482605,0.0924582822517384,mp-15661,0.09245828225173847,8.0,sp3-like
mp-21076,-0.2337203635,-0.1350145936012268,0.0987057698987732,mp-21076,0.0987057698987732,6.0,sp3-like
mp-1223002,-0.311847170522221,-0.2728824913501739,0.038964679172047,mp-1223002,0.0389646791720471,6.0,sp3-like
mp-568817,-0.091357550527344,-0.0725622028112411,0.0187953477161028,mp-568817,0.018795347716102903,2.5,sp2-like
mp-1188188,-0.005029761894677,-0.0642096623778343,-0.0591799004831573,mp-1188188,0.059179900483157306,6.0,sp3-like
mp-1038542,-2.84084797882813,-2.8303396701812744,0.0105083086468553,mp-1038542,0.010508308646855369,0.0,sp-like
mp-1001614,-0.356496754166668,-0.3530502617359161,0.0034464924307518,mp-1001614,0.003446492430751902,7.0,sp3-like
mp-546079,-2.063969042,-1.9437401294708248,0.1202289125291748,mp-546079,0.12022891252917534,4.0,sp3-like
mp-2546,0.171593686874999,0.028615653514862,-0.1429780333601369,mp-2546,0.142978033360137,6.0,sp3-like
mp-1219399,-0.1049822122,-0.0896764025092125,0.0153058096907875,mp-1219399,0.0153058096907875,6.0,sp3-like
mp-1217042,-0.596308088333332,-0.6111561059951782,-0.0148480176618461,mp-1217042,0.01484801766184618,6.0,sp3-like
mp-849784,-1.74577620486111,-1.7699273824691772,-0.0241511776080671,mp-849784,0.024151177608067176,3.0,sp2-like
mp-559030,-1.86186202224405,-1.8573473691940308,0.0045146530500193,mp-559030,0.004514653050019302,2.0,sp-like
mp-554491,-1.50180580289063,-1.562099814414978,-0.0602940115243479,mp-554491,0.06029401152434799,4.0,sp3-like
mp-1224071,-1.6864241596875,-1.7204736471176147,-0.0340494874301147,mp-1224071,0.03404948743011471,3.0,sp2-like
mp-562550,0.110425484358263,0.0916758850216865,-0.0187495993365764,mp-562550,0.01874959933657651,2.0,sp-like
mp-1226051,-0.197116821999999,-0.2211157381534576,-0.0239989161534586,mp-1226051,0.023998916153458616,7.333333333333333,sp3-like
mp-1025210,-0.541843560714286,-0.5301173329353333,0.0117262277789527,mp-1025210,0.011726227778952714,6.0,sp3-like
mp-643989,-1.5639193587,-1.5784968137741089,-0.0145774550741089,mp-643989,0.014577455074108903,3.0,sp2-like
mp-752552,-2.13045537378788,-2.105957508087158,0.0244978657007219,mp-752552,0.024497865700721988,3.0,sp2-like
mp-35687,-0.22551641,-0.2725858092308044,-0.0470693992308044,mp-35687,0.04706939923080439,2.0,sp-like
mp-1199200,-1.50320572875,-1.439464449882507,0.0637412788674927,mp-1199200,0.06374127886749292,3.0,sp2-like
mp-1195133,-1.33659160357843,-1.375696897506714,-0.0391052939282838,mp-1195133,0.0391052939282841,1.8333333333333333,sp-like
mp-1207136,0.368285960208333,0.4889412522315979,0.1206552920232649,mp-1207136,0.12065529202326492,6.0,sp3-like
mp-1018645,-0.253258834999998,-0.1821504235267639,0.0711084114732341,mp-1018645,0.07110841147323413,6.0,sp3-like
mp-569989,-0.536157559999999,-0.5117664337158203,0.0243911262841787,mp-569989,0.02439112628417872,6.0,sp3-like
mp-729390,0.147536994886363,0.4138807952404022,0.2663438003540392,mp-729390,0.26634380035403926,1.8333333333333333,sp-like
mp-1193083,-0.015320274377323,-0.0618701092898845,-0.0465498349125615,mp-1193083,0.0465498349125615,8.0,sp3-like
mp-1246078,0.176344646111112,0.3984296023845672,0.2220849562734552,mp-1246078,0.2220849562734552,2.0,sp-like
mp-1002124,-0.48147441,-0.0842051953077316,0.3972692146922684,mp-1002124,0.3972692146922684,4.0,sp3-like
mp-1176763,-1.80372896655556,-1.8023042678833008,0.0014246986722592,mp-1176763,0.0014246986722592503,3.0,sp2-like
mp-772564,-1.29203592428571,-1.3225853443145752,-0.0305494200288651,mp-772564,0.030549420028865182,3.0,sp2-like
mp-1222954,-0.148927164333333,-0.2998417615890503,-0.1509145972557173,mp-1222954,0.1509145972557173,6.0,sp3-like
mp-561300,-0.935857456413044,-0.975303590297699,-0.039446133884655,mp-561300,0.03944613388465501,4.0,sp3-like
mp-1032338,-2.1149425934375,-2.1446292400360107,-0.0296866465985106,mp-1032338,0.029686646598510613,6.0,sp3-like
mp-1101061,-0.327198554999999,-0.3555389046669006,-0.0283403496669016,mp-1101061,0.028340349666901576,6.0,sp3-like
mp-13038,-2.48894903261905,-2.529257774353028,-0.0403087417339773,mp-13038,0.040308741733977804,2.0,sp-like
mp-1199102,-1.52730968340625,-1.4721049070358276,0.0552047763704224,mp-1199102,0.055204776370422426,2.0,sp-like
mp-1021487,0.586588690833333,0.5628296136856079,-0.023759077147725,mp-1021487,0.02375907714772507,6.0,sp3-like
mp-1203731,-0.150494137329545,-0.152823343873024,-0.0023292065434789,mp-1203731,0.0023292065434789844,4.0,sp3-like
mp-568663,0.2795022934375,0.2716811895370483,-0.0078211039004516,mp-568663,0.007821103900451709,2.0,sp-like
mp-1103810,-0.371755592142856,-0.3023315370082855,0.0694240551345704,mp-1103810,0.06942405513457045,6.0,sp3-like
mp-1219723,-0.9641771514375,-0.9858738780021667,-0.0216967265646667,mp-1219723,0.021696726564666702,6.0,sp3-like
mp-721246,-0.8546266015625,-0.831317663192749,0.023308938369751,mp-721246,0.02330893836975101,2.0,sp-like
mp-1203509,-0.213897995344828,-0.1692973673343658,0.0446006280104621,mp-1203509,0.04460062801046222,3.0,sp2-like
mp-1214300,-0.647513257833333,-0.7686008214950562,-0.1210875636617231,mp-1214300,0.12108756366172313,1.6666666666666667,sp-like
mp-1227982,-2.6337288,-2.649219036102295,-0.0154902361022948,mp-1227982,0.01549023610229483,3.0,sp2-like
mp-9220,-0.480283088055556,-0.4782100319862366,0.0020730560693194,mp-9220,0.002073056069319401,6.0,sp3-like
mp-1028076,0.35123092294181,0.3357390165328979,-0.015491906408912,mp-1028076,0.015491906408912126,0.0,sp-like
mp-570595,-0.599090265333333,-0.6043652296066284,-0.0052749642732954,mp-570595,0.005274964273295435,6.0,sp3-like
mp-1225528,-1.17405722343749,-1.1436713933944702,0.0303858300430197,mp-1225528,0.030385830043019757,6.0,sp3-like
mp-1208996,-0.183580209333334,-0.1498699486255645,0.0337102607077694,mp-1208996,0.0337102607077695,3.0,sp2-like
mp-21058,2.39537092898425,2.343719005584717,-0.0516519233995333,mp-21058,0.051651923399533395,0.0,sp-like
mp-676711,-1.51979740357143,-1.5636314153671265,-0.0438340117956965,mp-676711,0.04383401179569657,2.5,sp2-like
mp-1205728,-0.48423191892857,-0.5466418266296387,-0.0624099077010686,mp-1205728,0.06240990770106869,6.0,sp3-like
mp-601817,-0.024672684910714,-0.0410737581551075,-0.0164010732443934,mp-601817,0.016401073244393497,2.0,sp-like
mp-29979,-0.7018207807967,-0.6880291700363159,0.013791610760384,mp-29979,0.013791610760384043,6.0,sp3-like
mp-567462,-0.490014863749999,-0.4993658363819122,-0.0093509726319132,mp-567462,0.009350972631913201,7.0,sp3-like
mp-1199311,-0.741555759584639,-0.7793709635734558,-0.0378152039888167,mp-1199311,0.03781520398881677,2.0,sp-like
mp-1210339,1.7218630235,0.6077174544334412,-1.114145569066559,mp-1210339,1.114145569066559,2.0,sp-like
mp-574822,0.065052230156245,0.0022374764084815,-0.0628147537477634,mp-574822,0.0628147537477635,2.25,sp-like
mp-10041,1.28282353,1.15975022315979,-0.1230733068402099,mp-10041,0.1230733068402099,0.0,sp-like
mp-2232,0.225798649285713,0.048253946006298,-0.1775447032794149,mp-2232,0.177544703279415,2.0,sp-like
mp-1220644,-0.046017837048402,-0.0339231751859188,0.0120946618624831,mp-1220644,0.012094661862483196,6.0,sp3-like
mp-6802,-0.13716972378472,-0.1717909425497055,-0.0346212187649855,mp-6802,0.0346212187649855,2.5,sp2-like
mp-1201103,0.714328091770832,0.4894457459449768,-0.2248823458258552,mp-1201103,0.2248823458258552,3.0,sp2-like
mp-1193216,-0.018859258449185,-0.0657844245433807,-0.0469251660941957,mp-1193216,0.0469251660941957,8.0,sp3-like
mp-558013,-1.41169986282567,-1.4268032312393188,-0.0151033684136487,mp-558013,0.015103368413648788,3.0,sp2-like
mp-1188096,-0.736165645000004,-0.7627213001251221,-0.026555655125118,mp-1188096,0.02655565512511804,6.0,sp3-like
mp-582587,-0.166498664875,-0.1730737388134002,-0.0065750739384002,mp-582587,0.0065750739384002055,3.0,sp2-like
mp-1246532,0.032465387499994,0.1086219027638435,0.0761565152638495,mp-1246532,0.07615651526384949,2.0,sp-like
mp-1212658,2.27160480678571,1.2878987789154053,-0.9837060278703048,mp-1212658,0.9837060278703049,1.0,sp-like
mp-1191547,-1.38578437660266,-1.405208945274353,-0.0194245686716929,mp-1191547,0.019424568671692954,3.0,sp2-like
mp-1245685,0.327843072000001,0.2688071131706238,-0.0590359588293772,mp-1245685,0.05903595882937723,2.0,sp-like
mp-1009822,1.29552523875,1.2836737632751465,-0.0118514754748535,mp-1009822,0.011851475474853546,6.0,sp3-like
mp-1034419,-2.61543044207435,-2.591939926147461,0.023490515926889,mp-1034419,0.023490515926889,2.0,sp-like
mp-1197606,0.496454253809522,0.7050732374191284,0.2086189836096064,mp-1197606,0.2086189836096064,2.3333333333333335,sp-like
mp-647805,-0.466976776041665,-0.4688880443572998,-0.0019112683156348,mp-647805,0.0019112683156348176,6.0,sp3-like
mp-1226353,2.316246121,2.040545463562012,-0.2757006574379881,mp-1226353,0.27570065743798766,0.0,sp-like
mp-1194420,0.269537338846153,0.2739497721195221,0.004412433273369,mp-1194420,0.0044124332733690985,3.0,sp2-like
mp-752638,-1.68399775638889,-1.6606097221374512,0.0233880342514387,mp-752638,0.02338803425143876,3.0,sp2-like
mp-636215,-0.570480736875,-0.52962726354599,0.04085347332901,mp-636215,0.040853473329010015,2.0,sp-like
mp-1224387,-0.328925178928572,-0.3335128128528595,-0.0045876339242875,mp-1224387,0.004587633924287515,2.0,sp-like
mp-1181700,-0.626664972083334,-0.5987807512283325,0.0278842208550015,mp-1181700,0.02788422085500153,3.0,sp2-like
mp-556383,-1.36582245602381,-1.5477241277694702,-0.1819016717456603,mp-556383,0.1819016717456603,3.0,sp2-like
mp-995202,0.040110008660713,0.014298029243946,-0.0258119794167669,mp-995202,0.025811979416767,2.6666666666666665,sp2-like
mp-752886,-1.42225709777778,-1.4478061199188232,-0.0255490221410432,mp-752886,0.025549022141043265,3.0,sp2-like
mp-21231,0.085572399999999,0.1731653809547424,0.0875929809547434,mp-21231,0.08759298095474341,2.0,sp-like
mp-1195398,-2.80086766990741,-2.718050479888916,0.0828171900184941,mp-1195398,0.08281719001849419,3.0,sp2-like
mp-1206401,-0.372125094,-0.2632652223110199,0.10885987168898,mp-1206401,0.10885987168898009,6.0,sp3-like
mp-1265399,-0.589852351666666,-0.5646265745162964,0.0252257771503696,mp-1265399,0.025225777150369666,6.0,sp3-like
mp-1223565,-0.766643111279041,-0.6549787521362305,0.1116643591428104,mp-1223565,0.11166435914281048,6.0,sp3-like
mp-1199386,-0.264404726971153,-0.3190659880638122,-0.0546612610926592,mp-1199386,0.054661261092659175,3.0,sp2-like
mp-1017582,-0.321448439096474,-0.1532459706068039,0.1682024684896701,mp-1017582,0.16820246848967013,6.0,sp3-like
mp-1245475,0.280349410000002,0.2022651135921478,-0.0780842964078541,mp-1245475,0.07808429640785422,2.25,sp-like
mp-21536,-0.098268498214281,-0.0920167714357376,0.0062517267785433,mp-21536,0.006251726778543409,6.0,sp3-like
mp-559604,-0.892811297535921,-0.8961842656135559,-0.0033729680776348,mp-559604,0.0033729680776348747,2.4,sp-like
mp-1189539,-0.272413799166673,-0.0204871520400047,0.2519266471266683,mp-1189539,0.25192664712666835,6.4,sp3-like
mp-1216653,-0.508671231250001,-0.5857735276222229,-0.0771022963722218,mp-1216653,0.07710229637222188,6.0,sp3-like
mp-997570,-0.393609721666666,-0.405752420425415,-0.012142698758749,mp-997570,0.01214269875874896,4.0,sp3-like
mp-722912,-0.549929837857149,-0.5932787656784058,-0.0433489278212567,mp-722912,0.043348927821256766,6.0,sp3-like
mp-1009792,0.453844466249999,0.3937437236309051,-0.0601007426190938,mp-1009792,0.06010074261909393,4.0,sp3-like
mp-667192,-0.944688601818183,-0.9425681233406068,0.0021204784775763,mp-667192,0.0021204784775762375,6.0,sp3-like
mp-1037884,-2.84023930332705,-2.844249963760376,-0.0040106604333258,mp-1037884,0.004010660433325874,6.0,sp3-like
mp-1246094,0.256092023611107,0.2326944470405578,-0.0233975765705491,mp-1246094,0.023397576570549194,3.0,sp2-like
mp-1225168,-0.697224840757575,-0.7243949174880981,-0.0271700767305231,mp-1225168,0.027170076730523185,6.0,sp3-like
mp-723031,-0.757863030576923,-0.8063324093818665,-0.0484693788049435,mp-723031,0.04846937880494351,2.2,sp-like
mp-5798,-0.534818043181817,-0.5044884085655212,0.0303296346162957,mp-5798,0.030329634616295786,5.333333333333333,sp3-like
mp-1038644,-2.83930707085937,-2.847120523452759,-0.0078134525933886,mp-1038644,0.007813452593388615,6.0,sp3-like
mp-763508,-1.94428969722222,-1.923600554466248,0.0206891427559723,mp-763508,0.02068914275597189,3.0,sp2-like
mp-1212282,-0.890907925966665,-0.922008752822876,-0.0311008268562109,mp-1212282,0.03110082685621096,3.0,sp2-like
mp-19818,-0.531313319999996,-0.5580310821533203,-0.0267177621533243,mp-19818,0.02671776215332433,6.0,sp3-like
mp-1239206,0.239347538697916,0.2757145166397095,0.0363669779417934,mp-1239206,0.03636697794179347,4.0,sp3-like
mp-976603,3.64019461871212,0.3909862637519836,-3.2492083549601363,mp-976603,3.2492083549601363,3.3333333333333335,sp2-like
mp-974437,-0.053344501666667,0.2668809592723846,0.3202254609390516,mp-974437,0.3202254609390516,6.0,sp3-like
mp-696353,-0.177737230454544,-0.1933581829071045,-0.0156209524525604,mp-696353,0.015620952452560483,5.0,sp3-like
mp-555083,-1.4520237630194,-1.452889919281006,-0.0008661562616059,mp-555083,0.0008661562616061325,3.0,sp2-like
mp-1216158,-0.19917894625,-0.7608382701873779,-0.5616593239373779,mp-1216158,0.5616593239373779,2.0,sp-like
mp-13071,-0.622495846249997,-0.5906855463981628,0.0318102998518341,mp-13071,0.031810299851834145,6.0,sp3-like
mp-732350,0.606721268807866,0.7338293194770813,0.1271080506692152,mp-732350,0.12710805066921527,2.0,sp-like
mp-1038619,-2.83857927460937,-2.8539605140686035,-0.0153812394592334,mp-1038619,0.01538123945923342,2.0,sp-like
mp-1026798,0.311544017265628,0.3030216693878174,-0.0085223478778106,mp-1026798,0.008522347877810643,6.0,sp3-like
mp-999259,0.366133023750002,0.3463160991668701,-0.0198169245831318,mp-999259,0.01981692458313189,4.0,sp3-like
mp-562661,-0.935314687387931,-0.8867071270942688,0.0486075602936622,mp-562661,0.0486075602936622,2.0,sp-like
mp-1195612,-0.273075936524785,-0.293007880449295,-0.01993194392451,mp-1195612,0.019931943924509976,5.833333333333333,sp3-like
mp-1227457,-0.022223137968749,0.1271906495094299,0.1494137874781789,mp-1227457,0.1494137874781789,3.0,sp2-like
mp-1180498,1.15193397583333,0.1040543690323829,-1.047879606800947,mp-1180498,1.047879606800947,2.0,sp-like
mp-1245792,-0.355504553218392,-0.4434276819229126,-0.0879231287045205,mp-1245792,0.08792312870452057,1.0,sp-like
mp-976060,0.426453397152777,0.5368349552154541,0.110381558062677,mp-976060,0.11038155806267708,8.0,sp3-like
mp-1205529,-0.401449805909096,-0.419249951839447,-0.017800145930351,mp-1205529,0.017800145930351008,6.8,sp3-like
mp-758832,-1.42087551106061,-1.4272260665893557,-0.0063505555287455,mp-758832,0.006350555528745749,3.0,sp2-like
mp-1214179,-0.038622018055556,0.0219926759600639,0.0606146940156199,mp-1214179,0.0606146940156199,3.0,sp2-like
mp-605048,-0.0748816567,-0.086946964263916,-0.012065307563916,mp-605048,0.012065307563916008,2.45,sp-like
mp-1223463,-1.2349936930625,-1.0756337642669678,0.1593599287955323,mp-1223463,0.1593599287955323,2.0,sp-like
mp-23382,-1.296937887,-1.2695612907409668,0.0273765962590331,mp-23382,0.027376596259033104,6.0,sp3-like
mp-1035244,-2.57936879859375,-2.589685440063477,-0.0103166414697266,mp-1035244,0.010316641469727106,6.0,sp3-like
mp-649950,-1.04039392333333,-0.9301230907440186,0.1102708325893113,mp-649950,0.11027083258931136,2.0,sp-like
mp-7166,1.46708620991112,1.2015347480773926,-0.2655514618337273,mp-7166,0.26555146183372735,0.0,sp-like
mp-1182577,-1.8384657048,-1.866894483566284,-0.0284287787662842,mp-1182577,0.028428778766284024,2.3333333333333335,sp-like
mp-1245672,-0.080665837272727,0.1017289832234382,0.1823948204961652,mp-1245672,0.18239482049616518,2.0,sp-like
mp-20159,1.618313874,1.3786388635635376,-0.2396750104364624,mp-20159,0.23967501043646244,0.0,sp-like
mp-1202436,-0.51204434945652,-0.4534276723861694,0.0586166770703505,mp-1202436,0.05861667707035062,4.0,sp3-like
