(base) root@fd3643bcbac3:~/my_codes/cgcnn_new# python predict.py pre-trained/formation-energy-per-atom.pth data/N_materials
Total CIF files found: 8459
Test set size: 1691 materials

==================== TEST RESULTS ====================
Number of test materials: 1691
MAE : 0.304595 eV/atom
MSE : 0.271514 (eV/atom)^2
====================================================

Material-wise Predictions:
mp-1216011           | Ground Truth: -0.198754 | Predicted: -0.201070
mp-1205255           | Ground Truth: -1.264437 | Predicted: -1.944813
mp-1245986           | Ground Truth: -0.927755 | Predicted: -0.892143
mp-1215374           | Ground Truth: -1.905282 | Predicted: -1.934929
mp-1246099           | Ground Truth: -0.512901 | Predicted: -0.650266
mp-1192245           | Ground Truth: 1.112597 | Predicted: 0.016934
mp-1104028           | Ground Truth: 0.068367 | Predicted: -0.540783
mp-1196399           | Ground Truth: 0.530577 | Predicted: -0.271897
mp-1017546           | Ground Truth: -1.632320 | Predicted: -1.723616
mp-1246929           | Ground Truth: -1.692458 | Predicted: -1.700043
mp-13116             | Ground Truth: 0.292849 | Predicted: 0.224358
mp-10666             | Ground Truth: -0.177103 | Predicted: -0.156027
mp-775861            | Ground Truth: -2.333354 | Predicted: -2.355603
mp-696616            | Ground Truth: -0.531089 | Predicted: -0.708445
mp-1197255           | Ground Truth: 1.114540 | Predicted: -0.427748
mp-625635            | Ground Truth: -0.291289 | Predicted: -0.919221
mp-1196705           | Ground Truth: -0.178697 | Predicted: -0.541185
mp-1209835           | Ground Truth: 0.970775 | Predicted: -0.578033
mp-568773            | Ground Truth: -0.262073 | Predicted: -0.314667
mp-614311            | Ground Truth: -0.665829 | Predicted: -0.644224
mp-1247388           | Ground Truth: -1.143838 | Predicted: -1.133150
mp-1245625           | Ground Truth: -0.306956 | Predicted: -0.460030
mp-1247545           | Ground Truth: -0.563407 | Predicted: -0.701362
mp-1247253           | Ground Truth: -0.953962 | Predicted: -1.117483
mp-570443            | Ground Truth: 0.053579 | Predicted: -0.058810
mp-1202911           | Ground Truth: -1.458950 | Predicted: -2.045053
mp-24068             | Ground Truth: -1.019726 | Predicted: -1.169404
mp-699686            | Ground Truth: -0.900342 | Predicted: -1.083151
mp-1245414           | Ground Truth: -0.551946 | Predicted: -0.725173
mp-555129            | Ground Truth: -2.351851 | Predicted: -2.396421
mp-1201671           | Ground Truth: -0.910940 | Predicted: -1.679471
mp-1210601           | Ground Truth: -0.259347 | Predicted: -1.002069
mp-1247474           | Ground Truth: -0.114425 | Predicted: -0.556443
mp-1078594           | Ground Truth: 0.860095 | Predicted: 0.082020
mp-1246270           | Ground Truth: -0.534320 | Predicted: -0.722025
mp-1191068           | Ground Truth: -0.608555 | Predicted: -0.456152
mp-1178187           | Ground Truth: -2.460493 | Predicted: -2.511274
mp-867221            | Ground Truth: -1.650998 | Predicted: -1.568655
mp-1246422           | Ground Truth: 0.089007 | Predicted: -0.143168
mp-8804              | Ground Truth: -0.859124 | Predicted: -0.851372
mp-3768              | Ground Truth: -0.777718 | Predicted: -0.997696
mp-1246061           | Ground Truth: -0.524378 | Predicted: -0.770290
mp-1214517           | Ground Truth: -0.966328 | Predicted: -1.027357
mp-1196738           | Ground Truth: -0.924793 | Predicted: -1.222229
mp-1181268           | Ground Truth: 1.078320 | Predicted: -0.264996
mp-772317            | Ground Truth: -1.057310 | Predicted: -1.124637
mp-1247232           | Ground Truth: -0.568485 | Predicted: -0.505132
mp-1204897           | Ground Truth: 0.515200 | Predicted: -0.428896
mp-1247417           | Ground Truth: -0.494262 | Predicted: -0.759516
mp-1194646           | Ground Truth: -2.330129 | Predicted: -2.117346
mp-1014318           | Ground Truth: -0.485487 | Predicted: -0.554936
mp-1196353           | Ground Truth: 0.207161 | Predicted: -0.968296
mp-1247319           | Ground Truth: 0.118634 | Predicted: -0.276521
mp-776212            | Ground Truth: -2.529250 | Predicted: -2.548361
mp-1200920           | Ground Truth: -1.534250 | Predicted: -1.507041
mp-695592            | Ground Truth: -1.398869 | Predicted: -1.444668
mp-775803            | Ground Truth: -2.127042 | Predicted: -2.167577
mp-1247444           | Ground Truth: 0.063765 | Predicted: -0.114245
mp-1246360           | Ground Truth: -0.340021 | Predicted: -0.771679
mp-1247490           | Ground Truth: -0.425304 | Predicted: -0.791173
mp-1202697           | Ground Truth: -0.310235 | Predicted: -0.501364
mp-1029408           | Ground Truth: -1.124267 | Predicted: -1.123247
mp-1246545           | Ground Truth: 0.123169 | Predicted: 0.307823
mp-1245399           | Ground Truth: -0.121748 | Predicted: -0.421812
mp-1245437           | Ground Truth: -0.110942 | Predicted: -0.108950
mp-1245950           | Ground Truth: -0.144216 | Predicted: -0.133345
mp-560120            | Ground Truth: -1.091132 | Predicted: -1.089373
mp-1246105           | Ground Truth: -0.862970 | Predicted: -0.887528
mp-21476             | Ground Truth: -0.152927 | Predicted: -0.173929
mp-1244943           | Ground Truth: -0.756250 | Predicted: -1.132841
mp-1213867           | Ground Truth: -0.880152 | Predicted: -0.955420
mp-1104857           | Ground Truth: -1.040309 | Predicted: -1.080428
mp-1246883           | Ground Truth: 0.154551 | Predicted: -0.026051
mp-557263            | Ground Truth: -0.639834 | Predicted: -0.822793
mp-570604            | Ground Truth: -1.116215 | Predicted: -1.315819
mp-1245562           | Ground Truth: -0.732061 | Predicted: -0.772231
mp-1356094           | Ground Truth: -0.666459 | Predicted: -0.805213
mp-1247556           | Ground Truth: -0.096469 | Predicted: -0.259167
mp-8500              | Ground Truth: -1.706354 | Predicted: -1.906193
mp-1213046           | Ground Truth: -0.704842 | Predicted: -0.729414
mp-1204484           | Ground Truth: -0.325231 | Predicted: -0.450866
mp-1246562           | Ground Truth: -0.735345 | Predicted: -0.954219
mp-626256            | Ground Truth: -1.054001 | Predicted: -1.106369
mp-1029860           | Ground Truth: -0.724546 | Predicted: -0.644689
mp-1246418           | Ground Truth: -0.791678 | Predicted: -1.195319
mp-1080110           | Ground Truth: -0.372576 | Predicted: -1.894996
mp-505498            | Ground Truth: 0.043149 | Predicted: -0.407887
mp-570931            | Ground Truth: -0.752862 | Predicted: -0.792795
mp-1205927           | Ground Truth: -0.383260 | Predicted: -1.990175
mp-1077299           | Ground Truth: 0.069448 | Predicted: -0.058480
mp-1078111           | Ground Truth: 0.319431 | Predicted: -0.497172
mp-1245728           | Ground Truth: -0.588946 | Predicted: -0.750901
mp-621981            | Ground Truth: 0.257565 | Predicted: 0.144714
mp-1215763           | Ground Truth: -0.634031 | Predicted: -0.707773
mp-1246160           | Ground Truth: -0.152768 | Predicted: -0.345202
mp-989647            | Ground Truth: -0.877876 | Predicted: -0.529794
mp-1013549           | Ground Truth: -0.792490 | Predicted: -0.801307
mp-559129            | Ground Truth: -1.427085 | Predicted: -1.477289
mp-707784            | Ground Truth: -1.291577 | Predicted: -1.383216
mp-8181              | Ground Truth: -1.167017 | Predicted: -1.219898
mp-637235            | Ground Truth: -0.153137 | Predicted: -0.353726
mp-1202214           | Ground Truth: -1.084942 | Predicted: -1.559704
mp-1245936           | Ground Truth: -0.761465 | Predicted: -0.632038
mp-1173453           | Ground Truth: 0.722548 | Predicted: -0.012026
mp-696272            | Ground Truth: -0.875727 | Predicted: -0.939462
mp-1246228           | Ground Truth: -1.072927 | Predicted: -1.275966
mp-1105334           | Ground Truth: -0.576106 | Predicted: -1.005982
mp-1194805           | Ground Truth: -2.165796 | Predicted: -2.197035
mp-1245387           | Ground Truth: -1.146614 | Predicted: -1.076348
mp-675601            | Ground Truth: -2.854581 | Predicted: -2.890233
mp-634059            | Ground Truth: -0.329975 | Predicted: -0.444019
mp-1020010           | Ground Truth: -0.593714 | Predicted: -0.904764
mp-1008986           | Ground Truth: 1.285320 | Predicted: 1.468584
mp-1227227           | Ground Truth: -1.460998 | Predicted: -1.564313
mp-1105410           | Ground Truth: -0.341767 | Predicted: -1.020765
mp-504826            | Ground Truth: -0.177871 | Predicted: -0.420124
mp-1215013           | Ground Truth: -1.772709 | Predicted: -2.034566
mp-28370             | Ground Truth: -1.595248 | Predicted: -1.584772
mp-10374             | Ground Truth: -0.301801 | Predicted: -0.299570
mp-27953             | Ground Truth: -0.360083 | Predicted: -0.474343
mp-1246141           | Ground Truth: -0.679034 | Predicted: -0.885876
mp-1198519           | Ground Truth: -0.912130 | Predicted: -0.858543
mp-1247421           | Ground Truth: -0.979238 | Predicted: -1.178489
mp-1245472           | Ground Truth: -0.955425 | Predicted: -1.123455
mp-1181467           | Ground Truth: 0.320185 | Predicted: -1.014126
mp-1247433           | Ground Truth: -0.304432 | Predicted: -0.362983
mp-730823            | Ground Truth: -1.394880 | Predicted: -1.562838
mp-1245774           | Ground Truth: -0.357697 | Predicted: -0.445419
mp-1246839           | Ground Truth: -0.749110 | Predicted: -1.171936
mp-29960             | Ground Truth: -0.253255 | Predicted: -0.365960
mp-1245779           | Ground Truth: -0.846900 | Predicted: -1.099364
mp-738386            | Ground Truth: 0.482831 | Predicted: -0.161878
mp-1246784           | Ground Truth: 0.387347 | Predicted: 0.023718
mp-722891            | Ground Truth: -0.387681 | Predicted: -0.515870
mp-729179            | Ground Truth: -1.100976 | Predicted: -1.167119
mp-1188453           | Ground Truth: 0.940905 | Predicted: -0.321877
mp-1009219           | Ground Truth: -1.034273 | Predicted: -0.933748
mp-1181825           | Ground Truth: 0.164431 | Predicted: -1.022438
mp-1222426           | Ground Truth: -1.241132 | Predicted: -1.094234
mp-1245288           | Ground Truth: 0.012468 | Predicted: -0.410681
mp-1196501           | Ground Truth: -1.995840 | Predicted: -2.719550
mp-3402              | Ground Truth: -1.488151 | Predicted: -1.351951
mp-1188468           | Ground Truth: 0.368011 | Predicted: 0.137684
mp-726806            | Ground Truth: 0.688837 | Predicted: -1.076079
mp-1179558           | Ground Truth: 0.623116 | Predicted: -0.187341
mp-1245753           | Ground Truth: -0.552091 | Predicted: -0.464350
mp-11670             | Ground Truth: -1.436083 | Predicted: -1.424270
mp-1227828           | Ground Truth: -2.448951 | Predicted: -2.524897
mp-773831            | Ground Truth: -0.583334 | Predicted: -0.591677
mp-1209055           | Ground Truth: 0.536319 | Predicted: -0.262873
mp-1245806           | Ground Truth: 0.214758 | Predicted: -0.409853
mp-1246671           | Ground Truth: -0.659285 | Predicted: -0.746352
mp-1188869           | Ground Truth: -1.019467 | Predicted: -1.025865
mp-554625            | Ground Truth: -0.401381 | Predicted: -0.891888
mp-754752            | Ground Truth: -1.938343 | Predicted: -2.024718
mp-1247492           | Ground Truth: -0.673118 | Predicted: -0.991003
mp-1204359           | Ground Truth: 0.991907 | Predicted: 0.424937
mp-1193322           | Ground Truth: 0.552049 | Predicted: 0.195087
mp-1204351           | Ground Truth: 0.627248 | Predicted: -0.294220
mp-696231            | Ground Truth: -0.309139 | Predicted: -0.353310
mp-1228997           | Ground Truth: -0.113528 | Predicted: -0.234347
mp-1212932           | Ground Truth: 0.822333 | Predicted: 0.184330
mp-1245589           | Ground Truth: -0.288820 | Predicted: -0.661315
mp-1206517           | Ground Truth: 0.036469 | Predicted: 0.110545
mp-1223632           | Ground Truth: -0.595460 | Predicted: -0.556992
mp-685810            | Ground Truth: -1.535556 | Predicted: -1.712868
mp-720712            | Ground Truth: -0.560168 | Predicted: -0.631992
mp-625924            | Ground Truth: -0.791728 | Predicted: -0.929947
mp-1079200           | Ground Truth: -0.862426 | Predicted: -1.927035
mp-1207408           | Ground Truth: -1.181274 | Predicted: -1.136030
mp-1101156           | Ground Truth: -2.205553 | Predicted: -2.169676
mp-1247550           | Ground Truth: -0.130443 | Predicted: -0.448259
mp-1214768           | Ground Truth: 0.421409 | Predicted: -0.299532
mp-1246555           | Ground Truth: -0.087795 | Predicted: -0.224565
mp-36066             | Ground Truth: -1.476768 | Predicted: -1.505098
mp-554928            | Ground Truth: -0.748318 | Predicted: -0.666951
mp-1246181           | Ground Truth: -0.960452 | Predicted: -1.137862
mp-1393899           | Ground Truth: -0.159767 | Predicted: -0.576647
mp-1215871           | Ground Truth: -0.879141 | Predicted: -1.605907
mp-1225260           | Ground Truth: -0.110735 | Predicted: -0.180292
mp-3346497           | Ground Truth: -0.993376 | Predicted: -1.413927
mp-1097757           | Ground Truth: 0.072475 | Predicted: -0.473983
mp-1214815           | Ground Truth: -0.507272 | Predicted: -1.127161
mp-1194673           | Ground Truth: 1.036280 | Predicted: -0.709944
mp-1245963           | Ground Truth: -0.427773 | Predicted: -0.626674
mp-30129             | Ground Truth: -1.092791 | Predicted: -1.045005
mp-989625            | Ground Truth: -0.826510 | Predicted: -0.908383
mp-7769              | Ground Truth: -2.296757 | Predicted: -2.264429
mp-1077223           | Ground Truth: -1.100332 | Predicted: -1.212608
mp-761033            | Ground Truth: -3.111325 | Predicted: -3.083419
mp-4978              | Ground Truth: -1.286379 | Predicted: -1.230286
mp-1417269           | Ground Truth: 0.733764 | Predicted: -0.176773
mp-1200492           | Ground Truth: 1.030977 | Predicted: 0.040871
mp-1211215           | Ground Truth: -1.431310 | Predicted: -1.540976
mp-723017            | Ground Truth: 0.817032 | Predicted: 0.252862
mp-1246989           | Ground Truth: -0.149313 | Predicted: 0.006764
mp-1020630           | Ground Truth: -1.397380 | Predicted: -1.360063
mp-29149             | Ground Truth: -1.018107 | Predicted: -1.090949
mp-24091             | Ground Truth: -1.801577 | Predicted: -1.866012
mp-560169            | Ground Truth: 0.445018 | Predicted: -0.011849
mp-574486            | Ground Truth: 0.268040 | Predicted: 0.210591
mp-1245966           | Ground Truth: -0.150617 | Predicted: -0.106911
mp-22003             | Ground Truth: -0.165248 | Predicted: -0.464718
mp-1245106           | Ground Truth: 0.054648 | Predicted: -0.190937
mp-1194053           | Ground Truth: 0.510437 | Predicted: -0.413351
mp-1019552           | Ground Truth: -1.367360 | Predicted: -1.357054
mp-1212536           | Ground Truth: -0.537413 | Predicted: -1.188707
mp-1224374           | Ground Truth: 0.497308 | Predicted: -0.427270
mp-1078445           | Ground Truth: -1.245234 | Predicted: -1.329067
mp-1071791           | Ground Truth: 1.518416 | Predicted: 0.009233
mp-1201009           | Ground Truth: -0.065820 | Predicted: -1.303288
mp-1247099           | Ground Truth: -0.753490 | Predicted: -1.001718
mp-251               | Ground Truth: -1.029756 | Predicted: -1.314620
mp-1247400           | Ground Truth: 0.245535 | Predicted: 0.111486
mp-1191910           | Ground Truth: -0.443371 | Predicted: -0.750086
mp-1247205           | Ground Truth: 0.160424 | Predicted: -0.483674
mp-34898             | Ground Truth: -3.118726 | Predicted: -3.098398
mp-1245891           | Ground Truth: -0.854097 | Predicted: -0.893754
mp-16839             | Ground Truth: -0.603684 | Predicted: -0.510651
mp-1219025           | Ground Truth: -0.178826 | Predicted: -0.203852
mp-22936             | Ground Truth: -1.796588 | Predicted: -1.752860
mp-1203164           | Ground Truth: -2.003368 | Predicted: -2.632701
mp-1189669           | Ground Truth: 1.268687 | Predicted: -0.058122
mp-1220407           | Ground Truth: -0.801247 | Predicted: -0.817563
mp-1246720           | Ground Truth: -0.652090 | Predicted: -0.633317
mp-1222676           | Ground Truth: -0.475138 | Predicted: -0.570205
mp-1205931           | Ground Truth: 0.394136 | Predicted: -0.430544
mp-1105281           | Ground Truth: -0.365047 | Predicted: -1.042198
mp-5245              | Ground Truth: 0.122799 | Predicted: -0.025127
mp-555979            | Ground Truth: -1.433104 | Predicted: -1.584499
mp-1360796           | Ground Truth: 0.106006 | Predicted: -0.382687
mp-1245759           | Ground Truth: -0.352602 | Predicted: -0.494305
mp-989592            | Ground Truth: -1.207387 | Predicted: -1.228900
mp-1245847           | Ground Truth: -0.061872 | Predicted: -0.453786
mp-1212577           | Ground Truth: -0.205697 | Predicted: -0.495230
mp-1207389           | Ground Truth: -0.569253 | Predicted: -1.693186
mp-1245860           | Ground Truth: 0.079380 | Predicted: -0.095483
mp-1433304           | Ground Truth: -0.477139 | Predicted: -0.766230
mp-1400762           | Ground Truth: -0.207507 | Predicted: -0.431951
mp-1196441           | Ground Truth: -0.384124 | Predicted: -0.502892
mp-1245852           | Ground Truth: -0.564090 | Predicted: -0.856171
mp-1223097           | Ground Truth: -0.573988 | Predicted: -0.650557
mp-22597             | Ground Truth: -0.009974 | Predicted: -1.007323
mp-1245729           | Ground Truth: -0.792547 | Predicted: -0.971507
mp-561127            | Ground Truth: -1.382421 | Predicted: -1.487461
mp-720869            | Ground Truth: -1.135403 | Predicted: -1.217932
mp-568338            | Ground Truth: -0.798803 | Predicted: -0.849600
mp-1014910           | Ground Truth: 0.019564 | Predicted: -0.432087
mp-1200281           | Ground Truth: -0.049628 | Predicted: -0.104555
mp-35695             | Ground Truth: -0.496787 | Predicted: -0.613714
mp-1202907           | Ground Truth: -1.998475 | Predicted: -2.460528
mp-1245646           | Ground Truth: 0.071018 | Predicted: -0.132841
mp-1029497           | Ground Truth: -0.706857 | Predicted: -0.724733
mp-1245725           | Ground Truth: -0.328873 | Predicted: -0.415744
mp-644385            | Ground Truth: 0.197179 | Predicted: 0.033905
mp-1025343           | Ground Truth: 0.665200 | Predicted: -0.666593
mp-1246774           | Ground Truth: -0.999063 | Predicted: -1.129910
mp-1245821           | Ground Truth: 0.048187 | Predicted: -0.237715
mp-37906             | Ground Truth: -0.811791 | Predicted: -0.822128
mp-728437            | Ground Truth: -0.786915 | Predicted: -1.123135
mp-1246653           | Ground Truth: 0.217566 | Predicted: 0.085648
mp-1238935           | Ground Truth: -0.134576 | Predicted: -0.903862
mp-1208904           | Ground Truth: -1.570495 | Predicted: -1.832365
mp-1246505           | Ground Truth: -0.121224 | Predicted: -0.226503
mp-1245602           | Ground Truth: -0.472360 | Predicted: -0.514794
mp-1214576           | Ground Truth: -0.963973 | Predicted: -1.486527
mp-571653            | Ground Truth: 0.498118 | Predicted: 0.474962
mp-5515              | Ground Truth: -0.679270 | Predicted: -0.647002
mp-1196142           | Ground Truth: -0.455772 | Predicted: -1.120534
mp-27855             | Ground Truth: 0.014407 | Predicted: -0.025303
mp-1030950           | Ground Truth: -0.641747 | Predicted: -0.696707
mp-1245699           | Ground Truth: -1.124887 | Predicted: -1.114239
mp-1203682           | Ground Truth: -0.892160 | Predicted: -1.408988
mp-2114              | Ground Truth: -1.999617 | Predicted: -1.880565
mp-1245690           | Ground Truth: 0.230562 | Predicted: 0.079021
mp-1246519           | Ground Truth: -0.685971 | Predicted: -0.953182
mp-27198             | Ground Truth: -0.992589 | Predicted: -1.104859
mp-24515             | Ground Truth: 0.130685 | Predicted: -0.364068
mp-1029490           | Ground Truth: -1.210352 | Predicted: -1.469516
mp-556297            | Ground Truth: -0.481890 | Predicted: -0.652692
mp-1245827           | Ground Truth: 0.344422 | Predicted: -0.377147
mp-1246522           | Ground Truth: -0.730403 | Predicted: -0.939714
mp-776408            | Ground Truth: -2.949255 | Predicted: -2.974332
mp-1197785           | Ground Truth: -0.382344 | Predicted: -0.492346
mp-1189263           | Ground Truth: -0.755867 | Predicted: -0.829217
mp-1192810           | Ground Truth: -0.654817 | Predicted: -1.644816
mp-1217538           | Ground Truth: -0.327042 | Predicted: -1.272077
mp-1402859           | Ground Truth: 0.166422 | Predicted: -0.386388
mp-1181469           | Ground Truth: -0.084182 | Predicted: 0.431896
mp-4400              | Ground Truth: -1.547492 | Predicted: -1.559725
mp-1246830           | Ground Truth: -0.426546 | Predicted: -0.385655
mp-1244927           | Ground Truth: 0.032130 | Predicted: -0.389868
mp-1246530           | Ground Truth: -0.975536 | Predicted: -1.076398
mp-1216630           | Ground Truth: -0.927134 | Predicted: -0.781022
mp-1029741           | Ground Truth: -0.658427 | Predicted: -0.721002
mp-1246320           | Ground Truth: -0.946499 | Predicted: -1.266688
mp-1212403           | Ground Truth: -0.278259 | Predicted: -0.255169
mp-1205907           | Ground Truth: 0.688502 | Predicted: 0.057942
mp-1246069           | Ground Truth: 0.057637 | Predicted: -0.050882
mp-1029843           | Ground Truth: -0.984600 | Predicted: -1.019335
mp-706053            | Ground Truth: -0.989524 | Predicted: -1.217140
mp-1244884           | Ground Truth: 0.022242 | Predicted: -0.382276
mp-1245746           | Ground Truth: -0.065945 | Predicted: -0.024221
mp-1019086           | Ground Truth: 0.373986 | Predicted: 0.444577
mp-1199403           | Ground Truth: -1.846899 | Predicted: -2.252922
mp-1206907           | Ground Truth: 1.611584 | Predicted: 0.945959
mp-680300            | Ground Truth: -1.181078 | Predicted: -1.143161
mp-1225101           | Ground Truth: -0.090331 | Predicted: -0.170958
mp-1232890           | Ground Truth: -0.726675 | Predicted: -0.567446
mp-1214460           | Ground Truth: -0.578549 | Predicted: -1.351664
mp-1208388           | Ground Truth: -0.875315 | Predicted: -1.404076
mp-1199969           | Ground Truth: -0.590148 | Predicted: -0.855289
mp-1245337           | Ground Truth: -0.806298 | Predicted: -1.000787
mp-559655            | Ground Truth: -2.046665 | Predicted: -2.090991
mp-1201503           | Ground Truth: 0.473521 | Predicted: -0.586328
mp-24741             | Ground Truth: -1.571688 | Predicted: -1.603213
mp-1245766           | Ground Truth: -0.197362 | Predicted: -0.527867
mp-1182568           | Ground Truth: 0.611517 | Predicted: -0.071369
mp-1192000           | Ground Truth: -0.327237 | Predicted: -0.480175
mp-653586            | Ground Truth: 0.127177 | Predicted: -0.292608
mp-1204894           | Ground Truth: -1.732133 | Predicted: -2.258714
mp-1203936           | Ground Truth: 0.392188 | Predicted: -0.673625
mp-1225081           | Ground Truth: -0.853115 | Predicted: -1.017496
mp-30068             | Ground Truth: 0.301765 | Predicted: 0.707320
mp-1199452           | Ground Truth: -0.819533 | Predicted: -1.848899
mp-1200267           | Ground Truth: -2.394964 | Predicted: -2.821642
mp-1247192           | Ground Truth: -0.771290 | Predicted: -1.081581
mp-1245429           | Ground Truth: -1.501836 | Predicted: -1.547423
mp-989643            | Ground Truth: -0.641244 | Predicted: -0.731661
mp-1245558           | Ground Truth: -0.276487 | Predicted: -0.646136
mp-1193311           | Ground Truth: -1.402552 | Predicted: -1.727892
mp-1196028           | Ground Truth: -1.958974 | Predicted: -2.342759
mp-1211733           | Ground Truth: -1.969841 | Predicted: -2.272801
mp-23763             | Ground Truth: -0.984600 | Predicted: -1.038191
mp-1197218           | Ground Truth: 1.123803 | Predicted: 0.133702
mp-24266             | Ground Truth: -1.188180 | Predicted: -1.197987
mp-19310             | Ground Truth: -1.048846 | Predicted: -1.147815
mp-827               | Ground Truth: -0.221112 | Predicted: -0.458949
mp-1246001           | Ground Truth: -0.648281 | Predicted: -0.700990
mp-16730             | Ground Truth: -0.145660 | Predicted: -0.577239
mp-37808             | Ground Truth: -1.857995 | Predicted: -1.865147
mp-31356             | Ground Truth: -1.095187 | Predicted: -1.064693
mp-721758            | Ground Truth: -1.732159 | Predicted: -1.947035
mp-1245579           | Ground Truth: 0.115697 | Predicted: -0.363450
mp-1246596           | Ground Truth: -0.372927 | Predicted: -0.464203
mp-867987            | Ground Truth: -0.641755 | Predicted: -1.075580
mp-1197554           | Ground Truth: -1.212542 | Predicted: -1.374426
mp-1189472           | Ground Truth: -1.047893 | Predicted: -1.104915
mp-725941            | Ground Truth: -1.074383 | Predicted: -2.058700
mp-1096892           | Ground Truth: 2.636252 | Predicted: 0.838938
mp-559044            | Ground Truth: 0.023948 | Predicted: -0.072992
mp-11018             | Ground Truth: -0.833017 | Predicted: -0.903059
mp-1196424           | Ground Truth: -0.429338 | Predicted: -0.421110
mp-1199514           | Ground Truth: 1.541822 | Predicted: 0.373393
mp-6185              | Ground Truth: -0.244733 | Predicted: -0.252475
mp-1118943           | Ground Truth: -0.410396 | Predicted: -0.447781
mp-989557            | Ground Truth: -0.807220 | Predicted: -0.295051
mp-755881            | Ground Truth: -3.192737 | Predicted: -3.179902
mp-1209203           | Ground Truth: 1.666288 | Predicted: 0.185460
mp-9519              | Ground Truth: 0.344193 | Predicted: 0.351700
mp-542148            | Ground Truth: -1.670129 | Predicted: -1.766055
mp-775918            | Ground Truth: -3.039748 | Predicted: -3.079295
mp-775786            | Ground Truth: -2.530587 | Predicted: -2.550126
mp-1407010           | Ground Truth: -1.085773 | Predicted: -1.158562
mp-1019319           | Ground Truth: -0.145722 | Predicted: -0.257801
mp-1246107           | Ground Truth: -0.489786 | Predicted: -0.662461
mp-1245775           | Ground Truth: -0.992415 | Predicted: -1.266006
mp-1223360           | Ground Truth: -1.152086 | Predicted: -1.686590
mp-1187906           | Ground Truth: 0.769270 | Predicted: 0.684193
mp-734315            | Ground Truth: -0.612970 | Predicted: -1.385580
mp-1245792           | Ground Truth: -0.355505 | Predicted: -0.382055
mp-725087            | Ground Truth: 1.081002 | Predicted: 0.141739
mp-1193572           | Ground Truth: -0.318952 | Predicted: -1.609232
mp-731674            | Ground Truth: -2.045848 | Predicted: -2.561200
mp-1029633           | Ground Truth: -0.612578 | Predicted: -0.565690
mp-1072167           | Ground Truth: 0.693686 | Predicted: -0.422916
mp-1218778           | Ground Truth: -0.989983 | Predicted: -1.198729
mp-277               | Ground Truth: -1.852383 | Predicted: -1.692613
mp-1179398           | Ground Truth: -1.626563 | Predicted: -2.156246
mp-1246328           | Ground Truth: -1.116513 | Predicted: -1.322971
mp-733572            | Ground Truth: -0.811784 | Predicted: -0.930375
mp-1029799           | Ground Truth: -1.143130 | Predicted: -1.104501
mp-972036            | Ground Truth: -0.174125 | Predicted: -0.252698
mp-1247373           | Ground Truth: -0.785399 | Predicted: -1.035517
mp-21150             | Ground Truth: 0.464020 | Predicted: 0.243243
mp-634716            | Ground Truth: -0.480818 | Predicted: -0.541200
mp-1246466           | Ground Truth: -0.890776 | Predicted: -1.145456
mp-1197441           | Ground Truth: -0.301880 | Predicted: -1.290633
mp-1246628           | Ground Truth: 0.277689 | Predicted: -0.030227
mp-1048410           | Ground Truth: -1.169514 | Predicted: -1.290216
mp-1246377           | Ground Truth: -0.753828 | Predicted: -0.762798
mp-1080198           | Ground Truth: 0.347435 | Predicted: -0.027147
mp-1209200           | Ground Truth: 0.100177 | Predicted: -1.079396
mp-1097791           | Ground Truth: -0.211242 | Predicted: -0.296826
mp-1096934           | Ground Truth: -0.130219 | Predicted: -0.479171
mp-1245639           | Ground Truth: 0.130491 | Predicted: -0.216549
mp-1245048           | Ground Truth: 0.206898 | Predicted: -0.040644
mp-1180463           | Ground Truth: 1.442912 | Predicted: 0.373360
mp-1214469           | Ground Truth: -0.843168 | Predicted: -1.319315
mp-1196086           | Ground Truth: -0.634385 | Predicted: -0.596258
mp-1208508           | Ground Truth: -0.573283 | Predicted: -1.071427
mp-1179538           | Ground Truth: 2.597931 | Predicted: -0.869060
mp-1246497           | Ground Truth: -0.181295 | Predicted: -0.085399
mp-2925199           | Ground Truth: 0.778225 | Predicted: -0.140443
mp-1246148           | Ground Truth: -0.878826 | Predicted: -1.014595
mp-567459            | Ground Truth: 0.227642 | Predicted: 0.167553
mp-672234            | Ground Truth: 4.688205 | Predicted: 0.823067
mp-766117            | Ground Truth: -0.574179 | Predicted: -0.592991
mp-683966            | Ground Truth: -1.113917 | Predicted: -1.105028
mp-1246802           | Ground Truth: 0.207281 | Predicted: 0.125127
mp-1226544           | Ground Truth: -1.769918 | Predicted: -1.718564
mp-1198983           | Ground Truth: -1.002062 | Predicted: -1.185062
mp-1212626           | Ground Truth: -0.039698 | Predicted: -0.073783
mp-1245700           | Ground Truth: -0.164286 | Predicted: -0.271830
mp-726118            | Ground Truth: -0.332312 | Predicted: -0.741868
mp-1245855           | Ground Truth: -0.627312 | Predicted: -0.495107
mp-1204205           | Ground Truth: 1.083655 | Predicted: 0.038252
mp-1118911           | Ground Truth: -0.083571 | Predicted: -0.336753
mp-1009019           | Ground Truth: 0.552644 | Predicted: 0.604517
mp-1192081           | Ground Truth: 0.099683 | Predicted: -0.940512
mp-22175             | Ground Truth: -0.633107 | Predicted: -0.699148
mp-1246532           | Ground Truth: 0.032465 | Predicted: 0.025313
mp-1079569           | Ground Truth: -0.444054 | Predicted: -0.778059
