(base) root@fd3643bcbac3:~/my_codes/cgcnn_new# python predict.py pre-trained/formation-energy-per-atom.pth data/C_materials
Total CIF files found: 5281
Test set size: 1056 materials

==================== TEST RESULTS ====================
Number of test materials: 1056
MAE : 0.213669 eV/atom
MSE : 0.138307 (eV/atom)^2
====================================================

Material-wise Predictions:
mp-648157            | Ground Truth: -0.953001 | Predicted: -0.771169
mp-1221888           | Ground Truth: 0.049195 | Predicted: -0.005382
mp-10037             | Ground Truth: -0.201228 | Predicted: -0.261653
mp-559604            | Ground Truth: -0.892811 | Predicted: -1.255101
mp-1147570           | Ground Truth: 0.140299 | Predicted: -0.113955
mp-23724             | Ground Truth: -1.881473 | Predicted: -1.950436
mp-563               | Ground Truth: 1.511880 | Predicted: 1.171053
mp-1273249           | Ground Truth: -2.074910 | Predicted: -2.093813
mp-1189253           | Ground Truth: -0.355059 | Predicted: -0.337953
mp-1026421           | Ground Truth: 0.277271 | Predicted: 0.105263
mp-1209486           | Ground Truth: -2.457307 | Predicted: -2.467912
mp-7140              | Ground Truth: -0.301801 | Predicted: -0.199406
mp-1208465           | Ground Truth: -0.837112 | Predicted: -1.166684
mp-1036437           | Ground Truth: -2.697149 | Predicted: -2.950490
mp-15660             | Ground Truth: -0.433097 | Predicted: -0.504416
mp-555997            | Ground Truth: -1.049453 | Predicted: -1.119756
mp-549389            | Ground Truth: -2.001940 | Predicted: -2.166800
mp-8540              | Ground Truth: -0.271041 | Predicted: -0.327090
mp-1206911           | Ground Truth: -0.245144 | Predicted: -0.285910
mp-568286            | Ground Truth: 0.008189 | Predicted: -0.004508
mp-1246883           | Ground Truth: 0.154551 | Predicted: -0.026051
mp-1246356           | Ground Truth: 0.158885 | Predicted: 0.085800
mp-29477             | Ground Truth: -0.047573 | Predicted: -0.525785
mp-33065             | Ground Truth: -0.031592 | Predicted: -0.033967
mp-1018635           | Ground Truth: -0.190229 | Predicted: -0.530001
mp-729063            | Ground Truth: -1.399457 | Predicted: -1.503718
mp-1201467           | Ground Truth: -0.789093 | Predicted: -0.856112
mp-1087507           | Ground Truth: -0.403272 | Predicted: -0.419735
mp-995434            | Ground Truth: 0.195912 | Predicted: 0.018693
mp-1213393           | Ground Truth: -0.300213 | Predicted: -0.273711
mp-3747              | Ground Truth: -0.761240 | Predicted: -0.736009
mp-1222229           | Ground Truth: -0.115350 | Predicted: -0.151532
mp-1213501           | Ground Truth: -0.888679 | Predicted: -1.388637
mp-553939            | Ground Truth: -2.674855 | Predicted: -2.675100
mp-22747             | Ground Truth: -1.608009 | Predicted: -1.627850
mp-1079201           | Ground Truth: 0.180655 | Predicted: 0.156169
mp-1575              | Ground Truth: -0.138030 | Predicted: 0.022443
mp-1212716           | Ground Truth: -0.963854 | Predicted: -0.967489
mp-1201928           | Ground Truth: -1.288269 | Predicted: -1.361812
mp-3346429           | Ground Truth: -2.271339 | Predicted: -2.632912
mp-1640104           | Ground Truth: -1.852676 | Predicted: -1.845659
mp-10408             | Ground Truth: -0.615292 | Predicted: -0.602333
mp-2912507           | Ground Truth: -1.361365 | Predicted: -1.701042
mp-28979             | Ground Truth: 0.235428 | Predicted: 0.304409
mp-569326            | Ground Truth: -0.753491 | Predicted: -0.565334
mp-10611             | Ground Truth: -0.428019 | Predicted: -0.446227
mp-759303            | Ground Truth: -0.310635 | Predicted: -0.266201
mp-1178485           | Ground Truth: -1.612579 | Predicted: -1.684155
mp-684020            | Ground Truth: -1.263130 | Predicted: -1.211512
mp-1212737           | Ground Truth: -0.777564 | Predicted: -0.736800
mp-1245876           | Ground Truth: -0.287061 | Predicted: -0.746790
mp-1028335           | Ground Truth: 0.350540 | Predicted: 0.171904
mp-1025175           | Ground Truth: -0.349768 | Predicted: -0.375219
mp-1226616           | Ground Truth: -0.304557 | Predicted: -0.189874
mp-995220            | Ground Truth: -0.398724 | Predicted: -0.367536
mp-1032147           | Ground Truth: -2.152781 | Predicted: -2.665976
mp-28838             | Ground Truth: -0.232828 | Predicted: -0.367748
mp-1222457           | Ground Truth: -0.114496 | Predicted: -0.249452
mp-1245918           | Ground Truth: 0.049515 | Predicted: -0.144069
mp-760509            | Ground Truth: -1.600897 | Predicted: -1.604894
mp-568381            | Ground Truth: -0.196224 | Predicted: -0.191689
mp-567655            | Ground Truth: -1.857765 | Predicted: -1.892140
mp-20182             | Ground Truth: -0.499751 | Predicted: -0.546796
mp-1201838           | Ground Truth: -1.341195 | Predicted: -1.436344
mp-818615            | Ground Truth: -1.193873 | Predicted: -1.391907
mp-1228641           | Ground Truth: -0.200995 | Predicted: -0.212044
mp-1022713           | Ground Truth: 0.378962 | Predicted: -0.035361
mp-1026547           | Ground Truth: 0.267807 | Predicted: 0.027951
mp-1246015           | Ground Truth: 0.356300 | Predicted: 0.337000
mp-649950            | Ground Truth: -1.040394 | Predicted: -0.895177
mp-27814             | Ground Truth: 0.056117 | Predicted: -0.388371
mp-758648            | Ground Truth: -1.690783 | Predicted: -1.728191
mp-1105738           | Ground Truth: -0.880142 | Predicted: -0.844503
mp-1106292           | Ground Truth: 0.456229 | Predicted: 0.236463
mp-1221738           | Ground Truth: -1.156343 | Predicted: -1.361978
mp-1079828           | Ground Truth: 0.971452 | Predicted: 0.990659
mp-652200            | Ground Truth: -0.236689 | Predicted: -0.309074
mp-1031708           | Ground Truth: -2.372121 | Predicted: -2.845552
mp-510633            | Ground Truth: -1.610757 | Predicted: -1.497255
mp-1092328           | Ground Truth: -0.497853 | Predicted: -0.530961
mp-1078935           | Ground Truth: 0.194975 | Predicted: 0.426126
mp-1014281           | Ground Truth: 2.096777 | Predicted: 0.650157
mp-1034162           | Ground Truth: -2.511135 | Predicted: -2.793510
mp-650526            | Ground Truth: -0.771648 | Predicted: -0.801809
mp-1099116           | Ground Truth: 0.190430 | Predicted: 0.032577
mp-510328            | Ground Truth: 0.559558 | Predicted: 0.743344
mp-1182438           | Ground Truth: -1.735421 | Predicted: -2.198547
mp-10607             | Ground Truth: -0.524769 | Predicted: -0.515821
mp-1034328           | Ground Truth: -2.537336 | Predicted: -2.814714
mp-1022051           | Ground Truth: 0.377348 | Predicted: -0.044167
mp-10858             | Ground Truth: -0.421630 | Predicted: -0.453979
mp-13039             | Ground Truth: -2.526824 | Predicted: -2.526325
mp-1104611           | Ground Truth: -1.191437 | Predicted: -1.042242
mp-652854            | Ground Truth: -0.886017 | Predicted: -0.922122
mp-1212613           | Ground Truth: -0.296472 | Predicted: -0.574131
mp-1037140           | Ground Truth: -2.797722 | Predicted: -2.969932
mp-1201974           | Ground Truth: -0.187719 | Predicted: -0.081355
mp-17420             | Ground Truth: 0.255203 | Predicted: -0.013907
mp-1216158           | Ground Truth: -0.199179 | Predicted: -1.164662
mp-745113            | Ground Truth: -0.746110 | Predicted: -0.982731
mp-1026458           | Ground Truth: 0.389297 | Predicted: 0.199790
mp-1191346           | Ground Truth: -0.055098 | Predicted: -0.049640
mp-1007768           | Ground Truth: -1.469934 | Predicted: -1.595550
mp-753487            | Ground Truth: -1.699883 | Predicted: -1.756473
mp-707917            | Ground Truth: -0.378754 | Predicted: -0.570627
mp-680579            | Ground Truth: -0.123632 | Predicted: -0.252598
mp-13038             | Ground Truth: -2.488949 | Predicted: -2.481359
mp-10279             | Ground Truth: 1.197182 | Predicted: 0.305170
mp-1202637           | Ground Truth: -1.269109 | Predicted: -1.606231
mp-754012            | Ground Truth: -1.712623 | Predicted: -1.649327
mp-1209601           | Ground Truth: -0.099422 | Predicted: -0.851290
mp-1078624           | Ground Truth: -0.322710 | Predicted: -0.304916
mp-1182015           | Ground Truth: 2.441446 | Predicted: 1.371431
mp-1246920           | Ground Truth: 0.293656 | Predicted: 0.318604
mp-1228623           | Ground Truth: 0.578475 | Predicted: 0.265354
mp-20908             | Ground Truth: -0.521316 | Predicted: -0.468976
mp-1218173           | Ground Truth: -0.322486 | Predicted: -0.381204
mp-8127              | Ground Truth: -2.263282 | Predicted: -2.307876
mp-1078473           | Ground Truth: -1.982685 | Predicted: -1.923171
mp-1028292           | Ground Truth: 0.371460 | Predicted: 0.204488
mp-21717             | Ground Truth: 0.065184 | Predicted: 0.117646
mp-1190987           | Ground Truth: -0.228983 | Predicted: -0.544785
mp-780774            | Ground Truth: -2.024734 | Predicted: -2.058822
mp-1078133           | Ground Truth: -0.079998 | Predicted: -0.217130
mp-1212962           | Ground Truth: -0.086708 | Predicted: -0.072757
mp-1226051           | Ground Truth: -0.197117 | Predicted: -0.146326
mp-1212036           | Ground Truth: -1.511779 | Predicted: -1.781320
mp-1079635           | Ground Truth: -0.114842 | Predicted: -0.141027
mp-1226045           | Ground Truth: -0.133345 | Predicted: -0.113302
mp-20750             | Ground Truth: 1.451479 | Predicted: 0.376955
mp-1199252           | Ground Truth: -1.669846 | Predicted: -1.682482
mp-1025181           | Ground Truth: -0.336101 | Predicted: -0.350022
mp-762515            | Ground Truth: -1.571011 | Predicted: -1.581066
mp-1247354           | Ground Truth: 0.291479 | Predicted: -0.028424
mp-20937             | Ground Truth: -0.098586 | Predicted: -0.053755
mp-704101            | Ground Truth: -0.728177 | Predicted: -0.960925
mp-558144            | Ground Truth: -1.196213 | Predicted: -1.295618
mp-1193043           | Ground Truth: -0.898814 | Predicted: -0.830531
mp-1199209           | Ground Truth: -0.278442 | Predicted: -0.323047
mp-1179515           | Ground Truth: -0.468774 | Predicted: -0.470293
mp-20066             | Ground Truth: -1.768723 | Predicted: -1.617882
mp-1198967           | Ground Truth: 0.827788 | Predicted: -0.312952
mp-1035135           | Ground Truth: -2.636525 | Predicted: -2.954177
mp-28160             | Ground Truth: -1.211400 | Predicted: -1.084940
mp-1009748           | Ground Truth: 0.256917 | Predicted: 0.011539
mp-34195             | Ground Truth: -2.647420 | Predicted: -2.708089
mp-1037344           | Ground Truth: -2.807899 | Predicted: -2.973988
mp-979265            | Ground Truth: 0.118340 | Predicted: -0.978807
mp-766019            | Ground Truth: -1.920327 | Predicted: -1.875299
mp-1245685           | Ground Truth: 0.327843 | Predicted: 0.136624
mp-976247            | Ground Truth: 0.410581 | Predicted: 0.429439
mp-1216673           | Ground Truth: -1.026930 | Predicted: -1.006494
mp-1222833           | Ground Truth: -0.283284 | Predicted: -0.179789
mp-1103876           | Ground Truth: 1.052711 | Predicted: 0.231765
mp-837859            | Ground Truth: -0.583935 | Predicted: -1.232526
mp-20963             | Ground Truth: 1.614211 | Predicted: 0.253362
mp-555946            | Ground Truth: -2.133468 | Predicted: -2.211491
mp-1195608           | Ground Truth: 0.177050 | Predicted: 0.020442
mp-1009828           | Ground Truth: 0.586502 | Predicted: -0.101371
mp-569547            | Ground Truth: -0.841696 | Predicted: -0.908897
mp-699482            | Ground Truth: -1.397381 | Predicted: -1.454072
mp-1202911           | Ground Truth: -1.458950 | Predicted: -2.045053
mp-1203203           | Ground Truth: -1.233984 | Predicted: -1.404417
mp-1213965           | Ground Truth: 1.032626 | Predicted: 0.099748
mp-1181612           | Ground Truth: -0.045306 | Predicted: 0.123236
mp-650510            | Ground Truth: 0.167215 | Predicted: -0.114518
mp-1246048           | Ground Truth: 0.172716 | Predicted: 0.039058
mp-1202323           | Ground Truth: -0.221992 | Predicted: -0.060763
mp-20424             | Ground Truth: 0.064963 | Predicted: -0.084702
mp-651279            | Ground Truth: -0.766224 | Predicted: -0.925876
mp-31302             | Ground Truth: -1.735767 | Predicted: -1.912339
mp-10720             | Ground Truth: -0.004719 | Predicted: -0.327777
mp-23062             | Ground Truth: -0.969980 | Predicted: -0.873085
mp-727025            | Ground Truth: -1.948811 | Predicted: -2.117470
mp-570572            | Ground Truth: 0.147268 | Predicted: 0.122146
mp-1197458           | Ground Truth: -1.396149 | Predicted: -1.936227
mp-542742            | Ground Truth: -1.194520 | Predicted: -1.354302
mp-1202752           | Ground Truth: 0.486851 | Predicted: -0.672141
mp-555512            | Ground Truth: -1.895651 | Predicted: -1.881491
mp-625082            | Ground Truth: -0.734117 | Predicted: -0.826456
mp-1199635           | Ground Truth: 1.401734 | Predicted: 0.062761
mp-1197124           | Ground Truth: -0.979215 | Predicted: -1.007543
mp-1180243           | Ground Truth: 0.259444 | Predicted: -0.171743
mp-1245514           | Ground Truth: 0.169592 | Predicted: 0.156145
mp-1038590           | Ground Truth: -2.809621 | Predicted: -2.963048
mp-707477            | Ground Truth: -0.219099 | Predicted: -0.105278
mp-1246287           | Ground Truth: 0.332778 | Predicted: 0.294876
mp-1209104           | Ground Truth: -1.378582 | Predicted: -1.548788
mp-1215195           | Ground Truth: -0.657386 | Predicted: -0.457551
mp-1200635           | Ground Truth: -1.599195 | Predicted: -1.750293
mp-614311            | Ground Truth: -0.665829 | Predicted: -0.644224
mp-1034419           | Ground Truth: -2.615430 | Predicted: -2.883318
mp-1202382           | Ground Truth: -0.729462 | Predicted: -0.996984
mp-568326            | Ground Truth: -0.254376 | Predicted: -0.162497
mp-1204041           | Ground Truth: -1.622630 | Predicted: -1.974570
mp-1220532           | Ground Truth: 0.285781 | Predicted: 0.026038
mp-1213691           | Ground Truth: 0.251982 | Predicted: 0.175976
mp-1031965           | Ground Truth: -2.419908 | Predicted: -2.901040
mp-690525            | Ground Truth: -1.931564 | Predicted: -1.931039
mp-1191539           | Ground Truth: -0.075804 | Predicted: -0.056700
mp-1246935           | Ground Truth: 0.076078 | Predicted: -0.105649
mp-1192779           | Ground Truth: -1.079593 | Predicted: -1.189315
mp-1176659           | Ground Truth: -2.116455 | Predicted: -2.146119
mp-1071818           | Ground Truth: -0.449913 | Predicted: -0.526469
mp-571135            | Ground Truth: -1.679717 | Predicted: -1.598006
mp-1209664           | Ground Truth: -1.759475 | Predicted: -1.798000
mp-20814             | Ground Truth: -0.401346 | Predicted: -0.436652
mp-1103408           | Ground Truth: 0.099544 | Predicted: 0.327692
mp-1200026           | Ground Truth: -2.528252 | Predicted: -2.783142
mp-1247171           | Ground Truth: -0.729570 | Predicted: -0.705666
mp-730460            | Ground Truth: -1.906995 | Predicted: -1.944180
mp-1212000           | Ground Truth: 2.384864 | Predicted: 1.469005
mp-19147             | Ground Truth: -1.654219 | Predicted: -1.512391
mp-3871              | Ground Truth: -0.789718 | Predicted: -0.684177
mp-5992              | Ground Truth: -0.574766 | Predicted: -0.608173
mp-757402            | Ground Truth: -1.734910 | Predicted: -1.736291
mp-1185851           | Ground Truth: 1.236196 | Predicted: 0.538693
mp-1198626           | Ground Truth: -1.344605 | Predicted: -1.625875
mp-644101            | Ground Truth: -0.317644 | Predicted: -0.313559
mp-18136             | Ground Truth: -2.032127 | Predicted: -2.078183
mp-1219685           | Ground Truth: -0.362836 | Predicted: -0.071612
mp-1025245           | Ground Truth: -0.527769 | Predicted: -0.495015
mp-758392            | Ground Truth: -1.691595 | Predicted: -1.725369
mp-1025127           | Ground Truth: -0.461351 | Predicted: -0.517730
mp-1219129           | Ground Truth: -0.049201 | Predicted: -0.035371
mp-1120719           | Ground Truth: 0.099784 | Predicted: 0.347456
mp-759889            | Ground Truth: -2.107239 | Predicted: -2.104170
mp-1212530           | Ground Truth: 0.049514 | Predicted: -1.048982
mp-1017172           | Ground Truth: 0.384337 | Predicted: -0.090359
mp-1202981           | Ground Truth: -0.641884 | Predicted: -0.806507
mp-1001079           | Ground Truth: 0.010536 | Predicted: -0.045848
mp-1180837           | Ground Truth: 0.456405 | Predicted: -0.437375
mp-1217049           | Ground Truth: -0.300254 | Predicted: -0.306729
mp-972176            | Ground Truth: -0.595171 | Predicted: -0.532760
mp-1009848           | Ground Truth: 0.558050 | Predicted: 0.490085
mp-1197238           | Ground Truth: -1.316823 | Predicted: -1.719368
mp-644278            | Ground Truth: -0.582469 | Predicted: -0.572645
mp-765385            | Ground Truth: -2.076333 | Predicted: -2.075999
mp-540895            | Ground Truth: -0.985390 | Predicted: -1.328403
mp-6573              | Ground Truth: 0.243467 | Predicted: 0.366019
mp-1204288           | Ground Truth: -0.216606 | Predicted: -0.352067
mp-545479            | Ground Truth: -1.051155 | Predicted: -1.218348
mp-600169            | Ground Truth: -1.136883 | Predicted: -1.373632
mp-766262            | Ground Truth: -1.087043 | Predicted: -1.175579
mp-1222426           | Ground Truth: -1.241132 | Predicted: -1.094234
mp-6188              | Ground Truth: -0.565181 | Predicted: -0.544977
mp-1188347           | Ground Truth: 0.264707 | Predicted: 0.321752
mp-542063            | Ground Truth: -1.749490 | Predicted: -1.779240
mp-556210            | Ground Truth: -1.784232 | Predicted: -1.781783
mp-667545            | Ground Truth: -0.913902 | Predicted: -0.737358
mp-1200955           | Ground Truth: -0.540686 | Predicted: -0.452883
mp-1105327           | Ground Truth: -0.243162 | Predicted: -0.321279
mp-9610              | Ground Truth: -0.802862 | Predicted: -0.700483
mp-1212734           | Ground Truth: -0.812980 | Predicted: -1.307828
mp-1206211           | Ground Truth: 0.696990 | Predicted: 0.545358
mp-552260            | Ground Truth: -1.395958 | Predicted: -1.434397
mp-1214172           | Ground Truth: -0.802040 | Predicted: -0.841317
mp-568735            | Ground Truth: -0.305795 | Predicted: -0.199302
mp-1380343           | Ground Truth: -0.062717 | Predicted: -1.737950
mp-761992            | Ground Truth: -1.846124 | Predicted: -1.951514
mp-3347005           | Ground Truth: -2.558871 | Predicted: -2.599634
mp-1208198           | Ground Truth: -1.858476 | Predicted: -1.905444
mp-542858            | Ground Truth: 0.074978 | Predicted: 0.026155
mp-1190844           | Ground Truth: 0.135153 | Predicted: -0.036696
mp-13071             | Ground Truth: -0.622496 | Predicted: -0.481649
mp-1182750           | Ground Truth: 0.386193 | Predicted: -0.620641
mp-1026590           | Ground Truth: 0.281250 | Predicted: 0.007455
mp-1221305           | Ground Truth: -1.731970 | Predicted: -1.754214
mp-995184            | Ground Truth: 0.042711 | Predicted: 0.540633
mp-1192742           | Ground Truth: -0.094487 | Predicted: -0.124015
mp-1068977           | Ground Truth: -0.064741 | Predicted: 0.045815
mp-1191329           | Ground Truth: -2.491833 | Predicted: -2.860893
mp-7827              | Ground Truth: -0.261536 | Predicted: -0.281945
mp-1220459           | Ground Truth: -0.373957 | Predicted: -0.296638
mp-1219028           | Ground Truth: -0.065036 | Predicted: -0.107559
mp-1182730           | Ground Truth: 0.688930 | Predicted: 0.268529
mp-1735              | Ground Truth: 0.096189 | Predicted: 0.052570
mp-1031751           | Ground Truth: -2.088765 | Predicted: -2.583886
mp-1217903           | Ground Truth: -0.129368 | Predicted: -0.185831
mp-998894            | Ground Truth: 0.516873 | Predicted: -0.280965
mp-631               | Ground Truth: -0.965352 | Predicted: -0.813154
mp-504880            | Ground Truth: -1.559051 | Predicted: -1.636405
mp-684989            | Ground Truth: -0.022552 | Predicted: -0.044810
mp-1217366           | Ground Truth: -0.434528 | Predicted: -0.473848
mp-1290773           | Ground Truth: -1.701625 | Predicted: -1.760338
mp-1025192           | Ground Truth: -0.534145 | Predicted: -0.588080
mp-1217454           | Ground Truth: -0.141080 | Predicted: -0.065410
mp-21422             | Ground Truth: -0.285099 | Predicted: -0.340920
mp-567182            | Ground Truth: -1.304507 | Predicted: -1.232733
mp-1219255           | Ground Truth: -0.077293 | Predicted: -0.154010
mp-1197785           | Ground Truth: -0.382344 | Predicted: -0.492346
mp-760595            | Ground Truth: -1.335347 | Predicted: -1.372041
mp-1001827           | Ground Truth: 1.220723 | Predicted: 1.584292
mp-698317            | Ground Truth: -1.839666 | Predicted: -1.895469
mp-20501             | Ground Truth: 1.457961 | Predicted: 0.277637
mp-1195008           | Ground Truth: -0.256620 | Predicted: -0.323427
mp-1215237           | Ground Truth: -0.607964 | Predicted: -0.522642
mp-571055            | Ground Truth: 0.006426 | Predicted: -0.052986
mp-683965            | Ground Truth: -0.549360 | Predicted: -0.433140
mp-1217725           | Ground Truth: -0.056600 | Predicted: -0.028517
mp-1223003           | Ground Truth: -0.150512 | Predicted: -0.192969
mp-1040064           | Ground Truth: -2.842916 | Predicted: -2.991239
mp-13501             | Ground Truth: -0.350624 | Predicted: -0.382777
mp-1025246           | Ground Truth: -0.588717 | Predicted: -0.580951
mp-1194090           | Ground Truth: 0.003854 | Predicted: -0.650924
mp-555711            | Ground Truth: -0.724087 | Predicted: -0.814097
mp-661485            | Ground Truth: -1.820334 | Predicted: -1.822643
mp-567756            | Ground Truth: -1.628444 | Predicted: -1.806445
mp-1193149           | Ground Truth: 0.182643 | Predicted: -0.141028
mp-1188564           | Ground Truth: 0.042244 | Predicted: -0.202470
mp-1206327           | Ground Truth: -0.379848 | Predicted: -0.428532
mp-1213653           | Ground Truth: 1.332178 | Predicted: 1.023376
mp-936302            | Ground Truth: 1.242931 | Predicted: 0.265222
mp-1095215           | Ground Truth: -2.261678 | Predicted: -2.313544
mp-4559              | Ground Truth: -2.660934 | Predicted: -2.684595
mp-10721             | Ground Truth: -0.726292 | Predicted: -0.710923
mp-1246252           | Ground Truth: 0.064690 | Predicted: 0.151499
mp-28709             | Ground Truth: 0.285422 | Predicted: 0.014657
mp-2898759           | Ground Truth: -0.071780 | Predicted: -0.488048
mp-14326             | Ground Truth: -0.288219 | Predicted: -0.319331
mp-1220098           | Ground Truth: -0.195777 | Predicted: -0.201362
mp-989461            | Ground Truth: -0.318306 | Predicted: -0.313094
mp-21035             | Ground Truth: -0.797308 | Predicted: -0.680701
mp-643367            | Ground Truth: -1.242935 | Predicted: -1.080272
mp-1001608           | Ground Truth: 0.749309 | Predicted: -0.512975
mp-1247329           | Ground Truth: 0.139015 | Predicted: 0.212624
mp-27693             | Ground Truth: -0.487130 | Predicted: -0.421485
mp-1194387           | Ground Truth: -0.005904 | Predicted: -0.230493
mp-1202076           | Ground Truth: -1.341226 | Predicted: -1.405242
mp-1184819           | Ground Truth: 1.455784 | Predicted: 1.305433
mp-1095534           | Ground Truth: 1.123357 | Predicted: 0.695852
mp-1191478           | Ground Truth: -0.088075 | Predicted: -0.058939
mp-3886              | Ground Truth: -0.752961 | Predicted: -0.623889
mp-1026391           | Ground Truth: 0.337706 | Predicted: 0.164815
mp-1210743           | Ground Truth: 0.847831 | Predicted: 0.555295
mp-1246433           | Ground Truth: 0.194046 | Predicted: -0.036446
mp-1096869           | Ground Truth: 0.117870 | Predicted: 0.060871
mp-1204076           | Ground Truth: -1.911155 | Predicted: -2.467754
mp-698476            | Ground Truth: -0.323290 | Predicted: -0.325655
mp-1199939           | Ground Truth: 1.074958 | Predicted: 0.108422
mp-1196274           | Ground Truth: -0.758261 | Predicted: -1.375542
mp-543017            | Ground Truth: -0.348277 | Predicted: -0.339611
mp-1200524           | Ground Truth: -0.285962 | Predicted: -0.464783
mp-1214217           | Ground Truth: 0.014631 | Predicted: -0.472343
mp-1220750           | Ground Truth: -0.534262 | Predicted: -0.467570
mp-550679            | Ground Truth: -1.566817 | Predicted: -1.800891
mp-647708            | Ground Truth: -0.889330 | Predicted: -0.895941
mp-1239206           | Ground Truth: 0.239348 | Predicted: 0.406828
mp-1188937           | Ground Truth: 0.868103 | Predicted: -0.063838
mp-30054             | Ground Truth: 0.256647 | Predicted: 0.107283
mp-505806            | Ground Truth: 0.347644 | Predicted: 0.278892
mp-601210            | Ground Truth: -1.094975 | Predicted: -1.198318
mp-554840            | Ground Truth: -0.512795 | Predicted: -0.345758
mp-1220134           | Ground Truth: -2.541773 | Predicted: -2.506325
mp-880318            | Ground Truth: -1.448991 | Predicted: -1.506139
mp-1220685           | Ground Truth: -0.156692 | Predicted: -0.249371
mp-610992            | Ground Truth: 0.068890 | Predicted: -0.183715
mp-1018052           | Ground Truth: -0.266146 | Predicted: -0.287073
mp-1024989           | Ground Truth: -0.486655 | Predicted: -0.395878
mp-760546            | Ground Truth: -1.530070 | Predicted: -1.557626
mp-1200473           | Ground Truth: -0.185746 | Predicted: -0.080810
mp-2997              | Ground Truth: -0.591610 | Predicted: -0.500504
mp-1008661           | Ground Truth: 2.247475 | Predicted: 2.437132
mp-1189506           | Ground Truth: -0.604701 | Predicted: -0.595146
mp-10040             | Ground Truth: 0.163335 | Predicted: -0.365032
mp-1101899           | Ground Truth: -2.055825 | Predicted: -2.081658
mp-1211394           | Ground Truth: 0.276346 | Predicted: -0.026525
mp-1105868           | Ground Truth: -1.798654 | Predicted: -2.018588
mp-1189584           | Ground Truth: -0.605750 | Predicted: -0.534198
mp-1187218           | Ground Truth: 0.917875 | Predicted: 0.106218
mp-1217099           | Ground Truth: -1.117064 | Predicted: -1.080679
mp-1028169           | Ground Truth: 0.216593 | Predicted: 0.040199
mp-1238834           | Ground Truth: -0.357888 | Predicted: -0.420099
mp-2015224           | Ground Truth: -0.321151 | Predicted: -0.159963
mp-675126            | Ground Truth: -0.271664 | Predicted: -1.121790
mp-1179193           | Ground Truth: 0.408457 | Predicted: 0.168641
mp-546551            | Ground Truth: -1.698990 | Predicted: -1.845666
mp-2971              | Ground Truth: -0.167591 | Predicted: -0.167403
mp-935266            | Ground Truth: -0.946079 | Predicted: -0.940847
mp-1203629           | Ground Truth: -0.379671 | Predicted: -0.354581
mp-1189152           | Ground Truth: -0.746336 | Predicted: -1.779585
mp-1216627           | Ground Truth: -0.581069 | Predicted: -0.311034
mp-680372            | Ground Truth: 0.409150 | Predicted: 0.145491
mp-1026426           | Ground Truth: 0.428225 | Predicted: 0.230171
mp-1193268           | Ground Truth: -1.333699 | Predicted: -1.308785
mp-1198558           | Ground Truth: -1.187792 | Predicted: -1.566273
mp-1189517           | Ground Truth: 0.082261 | Predicted: 0.057384
mp-1207937           | Ground Truth: -0.404545 | Predicted: -0.425269
mp-3346420           | Ground Truth: -2.379325 | Predicted: -2.647576
mp-1189002           | Ground Truth: -0.555026 | Predicted: -0.548590
mp-571402            | Ground Truth: -0.213338 | Predicted: -0.401855
mp-984728            | Ground Truth: 0.481025 | Predicted: 0.460457
mp-765999            | Ground Truth: -2.225195 | Predicted: -2.244766
mp-1079706           | Ground Truth: -0.737566 | Predicted: -0.690247
mp-568083            | Ground Truth: -0.441238 | Predicted: -0.456602
mp-552623            | Ground Truth: -1.548683 | Predicted: -1.834840
mp-732352            | Ground Truth: -1.090778 | Predicted: -1.419771
mp-1178034           | Ground Truth: -2.058406 | Predicted: -2.075974
mp-759142            | Ground Truth: -1.794526 | Predicted: -1.799157
mp-1033459           | Ground Truth: -2.199185 | Predicted: -2.724171
mp-7167              | Ground Truth: -0.432206 | Predicted: -0.521353
mp-864686            | Ground Truth: -0.404093 | Predicted: -0.315675
mp-762590            | Ground Truth: -1.814655 | Predicted: -1.809299
mp-1197452           | Ground Truth: 1.010012 | Predicted: -0.212341
mp-1200168           | Ground Truth: -0.274237 | Predicted: -0.204113
mp-987508            | Ground Truth: 1.563007 | Predicted: -1.131631
mp-557976            | Ground Truth: -1.279223 | Predicted: -1.281428
mp-1246400           | Ground Truth: -0.666404 | Predicted: -0.650568
mp-1201027           | Ground Truth: -2.069265 | Predicted: -2.117822
mp-554711            | Ground Truth: 0.023392 | Predicted: -0.335149
mp-1218085           | Ground Truth: -0.323917 | Predicted: -0.423943
mp-1223532           | Ground Truth: -2.710583 | Predicted: -2.751468
mp-1199746           | Ground Truth: -1.234506 | Predicted: -1.737019
mp-9880              | Ground Truth: -0.512429 | Predicted: -0.529984
mp-758832            | Ground Truth: -1.420876 | Predicted: -1.469854
mp-629476            | Ground Truth: -0.984218 | Predicted: -0.880483
mp-1290535           | Ground Truth: -1.844947 | Predicted: -1.948335
mp-22561             | Ground Truth: -0.223054 | Predicted: -0.243127
mp-15661             | Ground Truth: -0.623887 | Predicted: -0.479644
mp-1217764           | Ground Truth: -0.863131 | Predicted: -0.862061
mp-1213574           | Ground Truth: 0.672332 | Predicted: -0.272833
mp-571245            | Ground Truth: -0.073726 | Predicted: -0.066202
mp-2232              | Ground Truth: 0.225799 | Predicted: 0.835723
mp-976876            | Ground Truth: -0.183952 | Predicted: -0.080355
